241,S Alabama,-3.7,-5.0,-13.0,+1.0,-8.3,-6.2
242,Mass Lowell,-3.7,-12.7,-11.0,+1.6,-7.8,-7.4
243,Missouri,-3.8,-6.7,-12.0,+2.1,-10.4,-4.4
244,Duquesne,-3.8,-1.7,-1.0,-0.2,-8.3,+0.1
245,James Mad,-3.8,0.0,-5.0,-3.4,-4.1,+5.7
246,Morgan St,-3.8,+0.3,-3.0,+4.7,-10.8,-4.6
247,Jackson St,-3.9,+2.7,-6.0,+4.5,-9.0,+0.9
248,N Iowa,-3.9,-12.3,-6.0,+3.2,-8.9,+4.3
249,F Dickinson,-4.0,-3.0,-2.0,+3.5,-7.9,-2.6
250,Niagara,-4.0,-3.3,-25.0,-0.8,-6.0,-7.4
251,Bowling Grn,-4.0,-11.3,-15.0,-1.2,-7.0,-4.0
252,Air Force,-4.1,-13.0,-26.0,+2.1,-10.6,-6.2
253,UMKC,-4.1,-3.0,-18.0,+2.8,-9.5,-4.1
254,Indiana St,-4.2,-1.0,-11.0,-0.8,-6.8,-2.2
255,Cal St Nrdge,-4.2,-9.0,-13.0,+0.2,-7.5,-6.0
256,Bryant,-4.3,-3.7,-22.0,+2.3,-9.0,-11.9
257,Nebraska,-4.3,-20.0,-9.0,-1.6,-6.9,+3.3
258,Charlotte,-4.3,-2.3,-1.0,+4.3,-12.3,-1.4
259,TX-San Ant,-4.4,+2.0,-16.0,+6.0,-10.9,-13.0
260,Seattle,-4.4,-17.3,-12.0,+0.2,-8.7,-4.6
261,Brown,-4.5,-4.3,-14.0,-1.2,-7.7,-5.2
262,San Jose St,-4.6,-17.7,-26.0,-1.2,-7.9,-7.1
263,Washington,-4.7,-17.7,-5.0,-0.8,-8.9,+3.1
264,Abl Christian,-4.8,-6.7,-9.0,-1.4,-7.0,-6.4
265,Florida Intl,-4.8,-1.7,+12.0,-2.3,-6.9,-0.4
266,Colgate,-4.9,-9.0,-5.0,-3.7,-5.5,-2.6
267,Drexel,-4.9,-9.7,-10.0,-1.6,-6.9,-7.3
268,N Colorado,-5.1,+1.0,+3.0,-2.6,-6.5,-8.2
269,Sac State,-5.1,-2.3,-19.0,-0.6,-7.8,-3.3
270,Cleveland St,-5.2,-3.0,-15.0,+1.6,-8.6,-9.3
271,WI-Milwkee,-5.2,+0.7,-6.0,-5.4,-5.1,+4.9
272,LA Monroe,-5.3,-4.7,-12.0,+1.4,-9.6,+1.3
273,Lg Beach St,-5.4,+5.0,-5.0,+4.5,-9.9,-0.5
274,Grambling St,-5.4,+6.7,-5.0,+5.7,-10.9,-11.1
275,DePaul,-5.7,-11.3,-11.0,-0.1,-12.9,-7.5
276,Bradley,-5.8,-3.0,-26.0,-0.4,-10.0,-14.6
277,Boston Col,-5.9,-14.7,-14.0,-0.6,-12.6,-9.3
278,NJIT,-5.9,-8.7,-31.0,+1.9,-10.0,+0.4
279,NW State,-6.0,+6.7,+14.0,-4.7,-6.7,-10.1
280,Fla Atlantic,-6.0,-23.0,-15.0,-5.8,-6.1,-8.6
281,Prairie View,-6.1,+2.7,-4.0,+6.4,-12.9,-10.6
282,Miami (OH),-6.1,-4.7,-4.0,-3.1,-9.4,-5.7
283,Charl South,-6.1,-0.3,-14.0,-1.2,-9.8,-8.3
284,N Florida,-6.1,-2.3,-16.0,-2.0,-8.5,+2.5
285,Maryland ES,-6.2,-5.3,-28.0,+3.0,-9.7,-8.1
286,E Kentucky,-6.2,+1.7,+4.0,+0.4,-10.9,+0.3
287,Binghamton,-6.2,-6.0,-10.0,-1.1,-9.8,-7.7
288,UNLV,-6.3,-5.3,-10.0,-2.7,-11.7,+2.3
289,Cal Poly,-6.5,-6.0,-11.0,-5.2,-7.2,-4.4
290,Incar Word,-6.5,-4.0,-17.0,-1.4,-10.6,-3.0
291,Drake,-6.6,-10.7,-9.0,-0.5,-12.3,-6.1
292,Quinnipiac,-6.6,-16.3,-19.0,-4.7,-8.2,-5.4
293,Pacific,-6.7,-9.3,-32.0,-0.8,-11.8,-5.9
294,San Diego,-6.7,-20.0,-5.0,-9.1,-3.9,-9.2
295,Wash State,-6.7,-14.0,-10.0,-3.8,-10.1,-7.5
296,Oral Roberts,-6.8,-7.7,-2.0,+0.9,-11.7,-3.3
